,instant,date,season,year,month,hr,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_rental,category_days
4782,4783,2011-07-23,Fall,2011,July,4,Yes,Saturday,Weekend,Clear,31.16,36.364999999999995,66.0,7.0015,5,4,9,weekends
4783,4784,2011-07-23,Fall,2011,July,5,Yes,Saturday,Weekend,Clear,31.16,35.605,62.0,8.9981,1,6,7,weekends
4784,4785,2011-07-23,Fall,2011,July,6,Yes,Saturday,Weekend,Clear,32.800000000000004,37.12,52.0,8.9981,6,19,25,weekends
4785,4786,2011-07-23,Fall,2011,July,7,Yes,Saturday,Weekend,Clear,32.800000000000004,37.12,52.0,7.0015,7,38,45,weekends
4786,4787,2011-07-23,Fall,2011,July,8,Yes,Saturday,Weekend,Clear,34.44,39.395,49.0,16.997899999999998,24,85,109,weekends
4787,4788,2011-07-23,Fall,2011,July,9,Yes,Saturday,Weekend,Clear,34.44,39.395,49.0,11.0014,30,102,132,weekends
4788,4789,2011-07-23,Fall,2011,July,10,Yes,Saturday,Weekend,Clear,35.26,39.395,41.0,15.001299999999999,61,137,198,weekends
4789,4790,2011-07-23,Fall,2011,July,11,Yes,Saturday,Weekend,Clear,36.9,40.910000000000004,37.0,12.998000000000001,62,154,216,weekends
4790,4791,2011-07-23,Fall,2011,July,12,Yes,Saturday,Weekend,Clear,37.72,43.18,37.0,7.0015,71,164,235,weekends
4791,4792,2011-07-23,Fall,2011,July,13,Yes,Saturday,Weekend,Clear,38.54,43.94,38.0,11.0014,78,167,245,weekends
4792,4793,2011-07-23,Fall,2011,July,14,Yes,Saturday,Weekend,Clear,37.72,44.695,42.0,0.0,84,152,236,weekends
4793,4794,2011-07-23,Fall,2011,July,15,Yes,Saturday,Weekend,Clear,38.54,43.94,38.0,0.0,78,137,215,weekends
4794,4795,2011-07-23,Fall,2011,July,16,Yes,Saturday,Weekend,Clear,38.54,43.94,38.0,8.9981,70,151,221,weekends
4795,4796,2011-07-23,Fall,2011,July,17,Yes,Saturday,Weekend,Clear,38.54,43.94,38.0,8.9981,70,127,197,weekends
4796,4797,2011-07-23,Fall,2011,July,18,Yes,Saturday,Weekend,Clear,37.72,43.94,40.0,15.001299999999999,62,134,196,weekends
4797,4798,2011-07-23,Fall,2011,July,19,Yes,Saturday,Weekend,Misty,33.62,40.150000000000006,59.0,8.9981,80,137,217,weekends
4798,4799,2011-07-23,Fall,2011,July,20,Yes,Saturday,Weekend,Clear,33.62,40.150000000000006,59.0,15.001299999999999,47,98,145,weekends
4799,4800,2011-07-23,Fall,2011,July,21,Yes,Saturday,Weekend,Clear,33.62,40.150000000000006,59.0,15.001299999999999,39,115,154,weekends
4800,4801,2011-07-23,Fall,2011,July,22,Yes,Saturday,Weekend,Clear,32.800000000000004,38.635000000000005,59.0,12.998000000000001,37,88,125,weekends
4801,4802,2011-07-23,Fall,2011,July,23,Yes,Saturday,Weekend,Clear,32.800000000000004,38.635000000000005,59.0,7.0015,27,77,104,weekends
4802,4803,2011-07-24,Fall,2011,July,0,Yes,Sunday,Weekend,Clear,32.800000000000004,38.635000000000005,59.0,7.0015,42,77,119,weekends
4803,4804,2011-07-24,Fall,2011,July,1,Yes,Sunday,Weekend,Clear,31.98,37.88,66.0,7.0015,33,63,96,weekends
4804,4805,2011-07-24,Fall,2011,July,2,Yes,Sunday,Weekend,Clear,32.800000000000004,39.395,63.0,6.0032,12,48,60,weekends
4805,4806,2011-07-24,Fall,2011,July,3,Yes,Sunday,Weekend,Clear,32.800000000000004,39.395,63.0,6.0032,17,20,37,weekends
4806,4807,2011-07-24,Fall,2011,July,4,Yes,Sunday,Weekend,Clear,31.98,37.88,66.0,7.0015,1,5,6,weekends
4807,4808,2011-07-24,Fall,2011,July,5,Yes,Sunday,Weekend,Clear,31.98,37.88,66.0,6.0032,5,3,8,weekends
4808,4809,2011-07-24,Fall,2011,July,6,Yes,Sunday,Weekend,Misty,32.800000000000004,39.395,63.0,6.0032,9,13,22,weekends
4809,4810,2011-07-24,Fall,2011,July,7,Yes,Sunday,Weekend,Clear,32.800000000000004,38.635000000000005,59.0,8.9981,6,29,35,weekends
4810,4811,2011-07-24,Fall,2011,July,8,Yes,Sunday,Weekend,Clear,33.62,39.395,56.00000000000001,19.0012,22,82,104,weekends
4811,4812,2011-07-24,Fall,2011,July,9,Yes,Sunday,Weekend,Clear,33.62,39.395,56.00000000000001,26.0027,42,112,154,weekends
4812,4813,2011-07-24,Fall,2011,July,10,Yes,Sunday,Weekend,Clear,35.26,40.910000000000004,50.0,22.0028,61,165,226,weekends
4813,4814,2011-07-24,Fall,2011,July,11,Yes,Sunday,Weekend,Clear,34.44,40.150000000000006,53.0,16.997899999999998,74,169,243,weekends
4814,4815,2011-07-24,Fall,2011,July,12,Yes,Sunday,Weekend,Clear,36.9,43.18,45.0,11.0014,85,161,246,weekends
4815,4816,2011-07-24,Fall,2011,July,13,Yes,Sunday,Weekend,Clear,35.26,40.150000000000006,47.0,15.001299999999999,90,162,252,weekends
4816,4817,2011-07-24,Fall,2011,July,14,Yes,Sunday,Weekend,Clear,35.26,40.910000000000004,50.0,19.0012,79,204,283,weekends
4817,4818,2011-07-24,Fall,2011,July,15,Yes,Sunday,Weekend,Clear,36.9,42.425000000000004,42.0,16.997899999999998,68,170,238,weekends
4818,4819,2011-07-24,Fall,2011,July,16,Yes,Sunday,Weekend,Clear,36.9,42.425000000000004,42.0,16.997899999999998,62,187,249,weekends
4819,4820,2011-07-24,Fall,2011,July,17,Yes,Sunday,Weekend,Clear,36.9,41.665,39.0,7.0015,75,174,249,weekends
4820,4821,2011-07-24,Fall,2011,July,18,Yes,Sunday,Weekend,Clear,36.08,40.910000000000004,42.0,11.0014,67,176,243,weekends
4821,4822,2011-07-24,Fall,2011,July,19,Yes,Sunday,Weekend,Clear,35.26,40.150000000000006,47.0,11.0014,70,170,240,weekends
4822,4823,2011-07-24,Fall,2011,July,20,Yes,Sunday,Weekend,Clear,34.44,39.395,49.0,11.0014,52,143,195,weekends
4823,4824,2011-07-24,Fall,2011,July,21,Yes,Sunday,Weekend,Clear,32.800000000000004,39.395,63.0,8.9981,42,111,153,weekends
4824,4825,2011-07-24,Fall,2011,July,22,Yes,Sunday,Weekend,Clear,31.98,37.88,66.0,0.0,23,75,98,weekends
4825,4826,2011-07-24,Fall,2011,July,23,Yes,Sunday,Weekend,Misty,31.16,36.364999999999995,70.0,6.0032,13,37,50,weekends
4826,4827,2011-07-25,Fall,2011,July,0,Yes,Monday,Workingday,Misty,31.16,36.364999999999995,70.0,0.0,17,17,34,weekdays
4827,4828,2011-07-25,Fall,2011,July,1,Yes,Monday,Workingday,Misty,31.16,37.12,75.0,6.0032,4,8,12,weekdays
4828,4829,2011-07-25,Fall,2011,July,2,Yes,Monday,Workingday,Misty,30.34,35.605,79.0,6.0032,3,3,6,weekdays
4829,4830,2011-07-25,Fall,2011,July,3,Yes,Monday,Workingday,Clear,30.34,35.605,79.0,0.0,2,2,4,weekdays
4830,4831,2011-07-25,Fall,2011,July,4,Yes,Monday,Workingday,Clear,29.52,35.605,84.0,6.0032,0,6,6,weekdays
4831,4832,2011-07-25,Fall,2011,July,5,Yes,Monday,Workingday,Clear,29.52,35.605,84.0,6.0032,2,22,24,weekdays
4832,4833,2011-07-25,Fall,2011,July,6,Yes,Monday,Workingday,Misty,29.52,35.605,84.0,6.0032,7,100,107,weekdays
4833,4834,2011-07-25,Fall,2011,July,7,Yes,Monday,Workingday,Misty,30.34,35.605,79.0,0.0,20,257,277,weekdays
4834,4835,2011-07-25,Fall,2011,July,8,Yes,Monday,Workingday,Misty,31.16,37.12,75.0,0.0,34,353,387,weekdays
4835,4836,2011-07-25,Fall,2011,July,9,Yes,Monday,Workingday,Clear,32.800000000000004,40.150000000000006,66.0,0.0,11,124,135,weekdays
4836,4837,2011-07-25,Fall,2011,July,10,Yes,Monday,Workingday,Clear,33.62,40.150000000000006,59.0,0.0,30,54,84,weekdays
4837,4838,2011-07-25,Fall,2011,July,11,Yes,Monday,Workingday,Misty,34.44,41.665,59.0,12.998000000000001,24,83,107,weekdays
4838,4839,2011-07-25,Fall,2011,July,12,Yes,Monday,Workingday,Misty,34.44,41.665,59.0,12.998000000000001,17,50,67,weekdays
4839,4840,2011-07-25,Fall,2011,July,13,Yes,Monday,Workingday,Misty,30.34,35.605,74.0,8.9981,14,64,78,weekdays
4840,4841,2011-07-25,Fall,2011,July,14,Yes,Monday,Workingday,Misty,29.52,34.849999999999994,79.0,12.998000000000001,28,62,90,weekdays
4841,4842,2011-07-25,Fall,2011,July,15,Yes,Monday,Workingday,Clear,28.7,33.335,84.0,26.0027,16,96,112,weekdays
4842,4843,2011-07-25,Fall,2011,July,16,Yes,Monday,Workingday,Clear,28.7,33.335,84.0,15.001299999999999,37,161,198,weekdays
4843,4844,2011-07-25,Fall,2011,July,17,Yes,Monday,Workingday,Clear,29.52,34.849999999999994,74.0,0.0,48,437,485,weekdays
4844,4845,2011-07-25,Fall,2011,July,18,Yes,Monday,Workingday,Clear,30.34,35.605,74.0,6.0032,60,473,533,weekdays
4845,4846,2011-07-25,Fall,2011,July,19,Yes,Monday,Workingday,Clear,30.34,34.849999999999994,70.0,6.0032,62,324,386,weekdays
4846,4847,2011-07-25,Fall,2011,July,20,Yes,Monday,Workingday,Clear,29.52,34.849999999999994,74.0,8.9981,55,247,302,weekdays
4847,4848,2011-07-25,Fall,2011,July,21,Yes,Monday,Workingday,Clear,28.7,33.335,84.0,0.0,41,153,194,weekdays
4848,4849,2011-07-25,Fall,2011,July,22,Yes,Monday,Workingday,Clear,28.7,33.335,84.0,0.0,13,112,125,weekdays
4849,4850,2011-07-25,Fall,2011,July,23,Yes,Monday,Workingday,Clear,28.7,33.335,84.0,6.0032,23,64,87,weekdays
4850,4851,2011-07-26,Fall,2011,July,0,Yes,Tuesday,Workingday,Clear,28.7,33.335,79.0,7.0015,8,20,28,weekdays
4851,4852,2011-07-26,Fall,2011,July,1,Yes,Tuesday,Workingday,Clear,28.7,33.335,79.0,7.0015,6,6,12,weekdays
4852,4853,2011-07-26,Fall,2011,July,2,Yes,Tuesday,Workingday,Clear,27.880000000000003,31.819999999999997,89.0,7.0015,1,6,7,weekdays
4853,4854,2011-07-26,Fall,2011,July,3,Yes,Tuesday,Workingday,Clear,27.880000000000003,31.819999999999997,89.0,8.9981,2,2,4,weekdays
4854,4855,2011-07-26,Fall,2011,July,4,Yes,Tuesday,Workingday,Clear,27.880000000000003,31.819999999999997,88.0,11.0014,0,6,6,weekdays
4855,4856,2011-07-26,Fall,2011,July,5,Yes,Tuesday,Workingday,Clear,27.060000000000002,29.544999999999998,89.0,6.0032,3,24,27,weekdays
4856,4857,2011-07-26,Fall,2011,July,6,Yes,Tuesday,Workingday,Clear,27.880000000000003,31.819999999999997,83.0,15.001299999999999,2,108,110,weekdays
4857,4858,2011-07-26,Fall,2011,July,7,Yes,Tuesday,Workingday,Clear,29.52,34.089999999999996,66.0,19.0012,30,288,318,weekdays
4858,4859,2011-07-26,Fall,2011,July,8,Yes,Tuesday,Workingday,Clear,30.34,34.089999999999996,55.00000000000001,12.998000000000001,32,392,424,weekdays
4859,4860,2011-07-26,Fall,2011,July,9,Yes,Tuesday,Workingday,Clear,31.16,34.089999999999996,40.0,15.001299999999999,25,162,187,weekdays
4860,4861,2011-07-26,Fall,2011,July,10,Yes,Tuesday,Workingday,Clear,32.800000000000004,34.849999999999994,31.0,15.001299999999999,42,96,138,weekdays
4861,4862,2011-07-26,Fall,2011,July,11,Yes,Tuesday,Workingday,Clear,33.62,35.605,30.0,0.0,49,102,151,weekdays
4862,4863,2011-07-26,Fall,2011,July,12,Yes,Tuesday,Workingday,Clear,34.44,36.364999999999995,28.000000000000004,0.0,25,122,147,weekdays
4863,4864,2011-07-26,Fall,2011,July,13,Yes,Tuesday,Workingday,Clear,34.44,36.364999999999995,32.0,19.999499999999998,43,139,182,weekdays
4864,4865,2011-07-26,Fall,2011,July,14,Yes,Tuesday,Workingday,Clear,35.26,37.12,30.0,19.0012,46,101,147,weekdays
4865,4866,2011-07-26,Fall,2011,July,15,Yes,Tuesday,Workingday,Clear,36.08,37.88,28.000000000000004,22.0028,49,114,163,weekdays
4866,4867,2011-07-26,Fall,2011,July,16,Yes,Tuesday,Workingday,Clear,35.26,37.88,36.0,19.0012,41,213,254,weekdays
4867,4868,2011-07-26,Fall,2011,July,17,Yes,Tuesday,Workingday,Clear,35.26,37.88,36.0,23.9994,72,465,537,weekdays
4868,4869,2011-07-26,Fall,2011,July,18,Yes,Tuesday,Workingday,Clear,34.44,37.12,39.0,26.0027,68,478,546,weekdays
4869,4870,2011-07-26,Fall,2011,July,19,Yes,Tuesday,Workingday,Clear,33.62,37.12,43.0,19.999499999999998,69,329,398,weekdays
4870,4871,2011-07-26,Fall,2011,July,20,Yes,Tuesday,Workingday,Clear,32.800000000000004,36.364999999999995,46.0,16.997899999999998,47,243,290,weekdays
4871,4872,2011-07-26,Fall,2011,July,21,Yes,Tuesday,Workingday,Clear,31.98,35.605,49.0,15.001299999999999,45,222,267,weekdays
4872,4873,2011-07-26,Fall,2011,July,22,Yes,Tuesday,Workingday,Clear,31.16,34.849999999999994,55.00000000000001,8.9981,27,131,158,weekdays
4873,4874,2011-07-26,Fall,2011,July,23,Yes,Tuesday,Workingday,Clear,31.16,35.605,57.99999999999999,7.0015,18,71,89,weekdays
4874,4875,2011-07-27,Fall,2011,July,0,Yes,Wednesday,Workingday,Misty,31.98,35.605,52.0,11.0014,19,26,45,weekdays
4875,4876,2011-07-27,Fall,2011,July,1,Yes,Wednesday,Workingday,Clear,31.98,35.605,49.0,12.998000000000001,1,9,10,weekdays
4876,4877,2011-07-27,Fall,2011,July,2,Yes,Wednesday,Workingday,Clear,31.16,34.849999999999994,52.0,19.999499999999998,1,5,6,weekdays
4877,4878,2011-07-27,Fall,2011,July,3,Yes,Wednesday,Workingday,Clear,29.52,33.335,57.99999999999999,11.0014,0,4,4,weekdays
4878,4879,2011-07-27,Fall,2011,July,4,Yes,Wednesday,Workingday,Clear,29.52,33.335,51.0,12.998000000000001,1,3,4,weekdays
4879,4880,2011-07-27,Fall,2011,July,5,Yes,Wednesday,Workingday,Clear,28.7,32.574999999999996,54.0,19.0012,0,18,18,weekdays
4880,4881,2011-07-27,Fall,2011,July,6,Yes,Wednesday,Workingday,Clear,28.7,32.574999999999996,54.0,15.001299999999999,4,119,123,weekdays
4881,4882,2011-07-27,Fall,2011,July,7,Yes,Wednesday,Workingday,Clear,29.52,33.335,48.0,16.997899999999998,34,313,347,weekdays
4882,4883,2011-07-27,Fall,2011,July,8,Yes,Wednesday,Workingday,Clear,30.34,33.335,42.0,16.997899999999998,28,405,433,weekdays
4883,4884,2011-07-27,Fall,2011,July,9,Yes,Wednesday,Workingday,Clear,31.16,33.335,35.0,16.997899999999998,27,189,216,weekdays
4884,4885,2011-07-27,Fall,2011,July,10,Yes,Wednesday,Workingday,Clear,31.98,34.089999999999996,33.0,0.0,32,82,114,weekdays
4885,4886,2011-07-27,Fall,2011,July,11,Yes,Wednesday,Workingday,Clear,32.800000000000004,34.849999999999994,31.0,0.0,42,94,136,weekdays
4886,4887,2011-07-27,Fall,2011,July,12,Yes,Wednesday,Workingday,Clear,33.62,35.605,30.0,19.0012,37,132,169,weekdays
4887,4888,2011-07-27,Fall,2011,July,13,Yes,Wednesday,Workingday,Clear,34.44,36.364999999999995,30.0,23.9994,29,151,180,weekdays
4888,4889,2011-07-27,Fall,2011,July,14,Yes,Wednesday,Workingday,Clear,34.44,36.364999999999995,28.000000000000004,15.001299999999999,20,107,127,weekdays
4889,4890,2011-07-27,Fall,2011,July,15,Yes,Wednesday,Workingday,Clear,35.26,37.12,26.0,16.997899999999998,37,103,140,weekdays
4890,4891,2011-07-27,Fall,2011,July,16,Yes,Wednesday,Workingday,Clear,35.26,36.364999999999995,25.0,11.0014,40,228,268,weekdays
4891,4892,2011-07-27,Fall,2011,July,17,Yes,Wednesday,Workingday,Clear,34.44,35.605,26.0,15.001299999999999,81,491,572,weekdays
4892,4893,2011-07-27,Fall,2011,July,18,Yes,Wednesday,Workingday,Clear,33.62,35.605,28.000000000000004,7.0015,78,463,541,weekdays
4893,4894,2011-07-27,Fall,2011,July,19,Yes,Wednesday,Workingday,Clear,32.800000000000004,34.849999999999994,28.999999999999996,6.0032,87,288,375,weekdays
4894,4895,2011-07-27,Fall,2011,July,20,Yes,Wednesday,Workingday,Clear,31.16,34.089999999999996,45.0,15.001299999999999,55,239,294,weekdays
4895,4896,2011-07-27,Fall,2011,July,21,Yes,Wednesday,Workingday,Clear,30.34,33.335,48.0,7.0015,49,196,245,weekdays
4896,4897,2011-07-27,Fall,2011,July,22,Yes,Wednesday,Workingday,Clear,29.52,33.335,48.0,0.0,37,143,180,weekdays
4897,4898,2011-07-27,Fall,2011,July,23,Yes,Wednesday,Workingday,Clear,30.34,33.335,45.0,6.0032,16,93,109,weekdays
4898,4899,2011-07-28,Fall,2011,July,0,Yes,Thursday,Workingday,Clear,28.7,32.574999999999996,51.0,8.9981,14,31,45,weekdays
4899,4900,2011-07-28,Fall,2011,July,1,Yes,Thursday,Workingday,Clear,29.52,33.335,51.0,0.0,3,26,29,weekdays
4900,4901,2011-07-28,Fall,2011,July,2,Yes,Thursday,Workingday,Clear,29.52,33.335,54.0,7.0015,2,5,7,weekdays
4901,4902,2011-07-28,Fall,2011,July,3,Yes,Thursday,Workingday,Clear,29.52,33.335,54.0,0.0,0,5,5,weekdays
4902,4903,2011-07-28,Fall,2011,July,4,Yes,Thursday,Workingday,Clear,28.7,32.574999999999996,61.0,7.0015,0,6,6,weekdays
4903,4904,2011-07-28,Fall,2011,July,5,Yes,Thursday,Workingday,Clear,28.7,32.574999999999996,65.0,7.0015,1,26,27,weekdays
4904,4905,2011-07-28,Fall,2011,July,6,Yes,Thursday,Workingday,Clear,28.7,32.574999999999996,70.0,6.0032,6,110,116,weekdays
4905,4906,2011-07-28,Fall,2011,July,7,Yes,Thursday,Workingday,Clear,29.52,34.089999999999996,70.0,11.0014,27,278,305,weekdays
4906,4907,2011-07-28,Fall,2011,July,8,Yes,Thursday,Workingday,Clear,30.34,34.849999999999994,66.0,11.0014,47,409,456,weekdays
4907,4908,2011-07-28,Fall,2011,July,9,Yes,Thursday,Workingday,Clear,31.98,37.12,59.0,12.998000000000001,21,189,210,weekdays
4908,4909,2011-07-28,Fall,2011,July,10,Yes,Thursday,Workingday,Clear,32.800000000000004,37.88,55.00000000000001,19.0012,30,86,116,weekdays
4909,4910,2011-07-28,Fall,2011,July,11,Yes,Thursday,Workingday,Clear,34.44,40.910000000000004,56.00000000000001,19.0012,41,113,154,weekdays
4910,4911,2011-07-28,Fall,2011,July,12,Yes,Thursday,Workingday,Clear,34.44,40.150000000000006,53.0,16.997899999999998,35,151,186,weekdays
4911,4912,2011-07-28,Fall,2011,July,13,Yes,Thursday,Workingday,Clear,35.26,40.150000000000006,47.0,16.997899999999998,26,126,152,weekdays
4912,4913,2011-07-28,Fall,2011,July,14,Yes,Thursday,Workingday,Misty,34.44,39.395,49.0,16.997899999999998,27,111,138,weekdays
4913,4914,2011-07-28,Fall,2011,July,15,Yes,Thursday,Workingday,Clear,35.26,40.910000000000004,50.0,12.998000000000001,22,124,146,weekdays
4914,4915,2011-07-28,Fall,2011,July,16,Yes,Thursday,Workingday,Clear,35.26,40.150000000000006,47.0,11.0014,42,214,256,weekdays
4915,4916,2011-07-28,Fall,2011,July,17,Yes,Thursday,Workingday,Clear,34.44,40.150000000000006,53.0,12.998000000000001,45,423,468,weekdays
4916,4917,2011-07-28,Fall,2011,July,18,Yes,Thursday,Workingday,Clear,34.44,40.910000000000004,56.00000000000001,15.001299999999999,55,428,483,weekdays
4917,4918,2011-07-28,Fall,2011,July,19,Yes,Thursday,Workingday,Clear,33.62,40.150000000000006,59.0,12.998000000000001,37,285,322,weekdays
4918,4919,2011-07-28,Fall,2011,July,20,Yes,Thursday,Workingday,Clear,32.800000000000004,39.395,63.0,12.998000000000001,41,229,270,weekdays
4919,4920,2011-07-28,Fall,2011,July,21,Yes,Thursday,Workingday,Clear,31.98,37.88,66.0,19.0012,31,165,196,weekdays
4920,4921,2011-07-28,Fall,2011,July,22,Yes,Thursday,Workingday,Clear,31.16,36.364999999999995,70.0,16.997899999999998,25,149,174,weekdays
4921,4922,2011-07-28,Fall,2011,July,23,Yes,Thursday,Workingday,Clear,31.16,37.12,75.0,12.998000000000001,28,95,123,weekdays
4922,4923,2011-07-29,Fall,2011,July,0,Yes,Friday,Workingday,Clear,30.34,35.605,79.0,11.0014,12,45,57,weekdays
4923,4924,2011-07-29,Fall,2011,July,1,Yes,Friday,Workingday,Clear,30.34,35.605,79.0,8.9981,12,22,34,weekdays
4924,4925,2011-07-29,Fall,2011,July,2,Yes,Friday,Workingday,Clear,30.34,35.605,79.0,0.0,3,10,13,weekdays
4925,4926,2011-07-29,Fall,2011,July,3,Yes,Friday,Workingday,Clear,30.34,35.605,79.0,0.0,2,9,11,weekdays
4926,4927,2011-07-29,Fall,2011,July,4,Yes,Friday,Workingday,Clear,29.52,35.605,84.0,8.9981,2,4,6,weekdays
4927,4928,2011-07-29,Fall,2011,July,5,Yes,Friday,Workingday,Clear,29.52,35.605,84.0,0.0,4,23,27,weekdays
4928,4929,2011-07-29,Fall,2011,July,6,Yes,Friday,Workingday,Misty,29.52,35.605,84.0,0.0,7,83,90,weekdays
4929,4930,2011-07-29,Fall,2011,July,7,Yes,Friday,Workingday,Misty,30.34,35.605,79.0,6.0032,26,228,254,weekdays
4930,4931,2011-07-29,Fall,2011,July,8,Yes,Friday,Workingday,Misty,31.16,38.635000000000005,77.0,0.0,30,354,384,weekdays
4931,4932,2011-07-29,Fall,2011,July,9,Yes,Friday,Workingday,Clear,35.26,40.150000000000006,47.0,16.997899999999998,28,151,179,weekdays
4932,4933,2011-07-29,Fall,2011,July,10,Yes,Friday,Workingday,Clear,36.9,42.425000000000004,42.0,19.0012,37,69,106,weekdays
4933,4934,2011-07-29,Fall,2011,July,11,Yes,Friday,Workingday,Clear,37.72,43.94,40.0,19.999499999999998,43,118,161,weekdays
4934,4935,2011-07-29,Fall,2011,July,12,Yes,Friday,Workingday,Clear,39.36,43.18,31.0,19.0012,40,95,135,weekdays
4935,4936,2011-07-29,Fall,2011,July,13,Yes,Friday,Workingday,Clear,38.54,41.665,31.0,0.0,42,114,156,weekdays
4936,4937,2011-07-29,Fall,2011,July,14,Yes,Friday,Workingday,Clear,39.36,43.18,30.0,15.001299999999999,34,114,148,weekdays
4937,4938,2011-07-29,Fall,2011,July,15,Yes,Friday,Workingday,Clear,39.36,43.18,30.0,16.997899999999998,40,129,169,weekdays
4938,4939,2011-07-29,Fall,2011,July,16,Yes,Friday,Workingday,Clear,39.36,43.18,30.0,26.0027,35,198,233,weekdays
4939,4940,2011-07-29,Fall,2011,July,17,Yes,Friday,Workingday,Clear,39.36,43.18,30.0,19.999499999999998,47,374,421,weekdays
4940,4941,2011-07-29,Fall,2011,July,18,Yes,Friday,Workingday,Clear,37.72,43.18,37.0,22.0028,49,313,362,weekdays
4941,4942,2011-07-29,Fall,2011,July,19,Yes,Friday,Workingday,Clear,36.9,42.425000000000004,42.0,15.001299999999999,22,219,241,weekdays
4942,4943,2011-07-29,Fall,2011,July,20,Yes,Friday,Workingday,Clear,35.26,39.395,41.0,22.0028,53,153,206,weekdays
4943,4944,2011-07-29,Fall,2011,July,21,Yes,Friday,Workingday,Clear,33.62,37.88,46.0,11.0014,29,134,163,weekdays
4944,4945,2011-07-29,Fall,2011,July,22,Yes,Friday,Workingday,Clear,32.800000000000004,37.12,49.0,15.001299999999999,47,127,174,weekdays
4945,4946,2011-07-29,Fall,2011,July,23,Yes,Friday,Workingday,Clear,31.98,35.605,52.0,7.0015,26,90,116,weekdays
4946,4947,2011-07-30,Fall,2011,July,0,Yes,Saturday,Weekend,Clear,31.16,34.849999999999994,55.00000000000001,12.998000000000001,60,73,133,weekends
4947,4948,2011-07-30,Fall,2011,July,1,Yes,Saturday,Weekend,Clear,31.16,34.849999999999994,55.00000000000001,6.0032,15,75,90,weekends
4948,4949,2011-07-30,Fall,2011,July,2,Yes,Saturday,Weekend,Clear,31.16,34.849999999999994,55.00000000000001,7.0015,11,31,42,weekends
4949,4950,2011-07-30,Fall,2011,July,3,Yes,Saturday,Weekend,Clear,30.34,34.089999999999996,62.0,11.0014,18,25,43,weekends
4950,4951,2011-07-30,Fall,2011,July,4,Yes,Saturday,Weekend,Clear,29.52,34.089999999999996,66.0,11.0014,4,6,10,weekends
4951,4952,2011-07-30,Fall,2011,July,5,Yes,Saturday,Weekend,Clear,29.52,34.089999999999996,70.0,19.0012,4,9,13,weekends
4952,4953,2011-07-30,Fall,2011,July,6,Yes,Saturday,Weekend,Clear,29.52,34.089999999999996,70.0,19.999499999999998,6,18,24,weekends
4953,4954,2011-07-30,Fall,2011,July,7,Yes,Saturday,Weekend,Clear,31.16,36.364999999999995,66.0,12.998000000000001,3,39,42,weekends
4954,4955,2011-07-30,Fall,2011,July,8,Yes,Saturday,Weekend,Clear,31.98,37.12,59.0,15.001299999999999,27,87,114,weekends
4955,4956,2011-07-30,Fall,2011,July,9,Yes,Saturday,Weekend,Clear,33.62,37.88,46.0,19.999499999999998,49,125,174,weekends
4956,4957,2011-07-30,Fall,2011,July,10,Yes,Saturday,Weekend,Clear,33.62,37.12,41.0,19.999499999999998,79,182,261,weekends
4957,4958,2011-07-30,Fall,2011,July,11,Yes,Saturday,Weekend,Clear,34.44,37.12,36.0,12.998000000000001,111,206,317,weekends
4958,4959,2011-07-30,Fall,2011,July,12,Yes,Saturday,Weekend,Clear,34.44,36.364999999999995,32.0,11.0014,111,230,341,weekends
4959,4960,2011-07-30,Fall,2011,July,13,Yes,Saturday,Weekend,Clear,36.08,37.88,28.999999999999996,0.0,125,183,308,weekends
4960,4961,2011-07-30,Fall,2011,July,14,Yes,Saturday,Weekend,Clear,36.9,39.395,28.999999999999996,0.0,112,193,305,weekends
4961,4962,2011-07-30,Fall,2011,July,15,Yes,Saturday,Weekend,Clear,36.9,40.150000000000006,31.0,8.9981,113,189,302,weekends
4962,4963,2011-07-30,Fall,2011,July,16,Yes,Saturday,Weekend,Clear,36.9,39.395,27.0,15.001299999999999,126,176,302,weekends
4963,4964,2011-07-30,Fall,2011,July,17,Yes,Saturday,Weekend,Clear,36.9,39.395,28.999999999999996,7.0015,93,209,302,weekends
4964,4965,2011-07-30,Fall,2011,July,18,Yes,Saturday,Weekend,Clear,36.08,37.88,28.000000000000004,12.998000000000001,92,207,299,weekends
4965,4966,2011-07-30,Fall,2011,July,19,Yes,Saturday,Weekend,Clear,30.34,32.574999999999996,33.0,15.001299999999999,101,155,256,weekends
4966,4967,2011-07-30,Fall,2011,July,20,Yes,Saturday,Weekend,Clear,33.62,37.12,43.0,8.9981,74,132,206,weekends
4967,4968,2011-07-30,Fall,2011,July,21,Yes,Saturday,Weekend,Clear,32.800000000000004,37.12,49.0,11.0014,82,123,205,weekends
4968,4969,2011-07-30,Fall,2011,July,22,Yes,Saturday,Weekend,Clear,31.98,35.605,52.0,7.0015,80,129,209,weekends
4969,4970,2011-07-30,Fall,2011,July,23,Yes,Saturday,Weekend,Clear,31.16,34.849999999999994,55.00000000000001,6.0032,63,114,177,weekends
4970,4971,2011-07-31,Fall,2011,July,0,Yes,Sunday,Weekend,Clear,31.16,34.849999999999994,55.00000000000001,6.0032,33,80,113,weekends
4971,4972,2011-07-31,Fall,2011,July,1,Yes,Sunday,Weekend,Clear,30.34,34.089999999999996,62.0,6.0032,8,71,79,weekends
